Nonce,Sender,GethJSONRPC Hash,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) Hash,GethJSONRPC Time,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) Time,Time diff,GethJSONRPC message len,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) message len,Hashes are equal
27,0x2308dfe0dc6fecfdd20232af92b563d9a9ccc741,0xb4638c4f8bad549b08ccb3f958b772007d351fe2ae11fb1d0e333c4eedcc58ae,0xb4638c4f8bad549b08ccb3f958b772007d351fe2ae11fb1d0e333c4eedcc58ae,2023-10-23T17:24:08.847140,2023-10-23T17:24:08.577700,269440,2436,2170,true
7748521,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xd5cf98f893c7c95216bc4aa4706f77b3554233e526f8e39e697d815e41fa282c,0xd5cf98f893c7c95216bc4aa4706f77b3554233e526f8e39e697d815e41fa282c,2023-10-23T17:24:44.259202,2023-10-23T17:24:44.087378,171824,765,494,true
1,0x185208e4c50268928e7a83b54f36c75d8a29264f,0x95c150a81a77e87e109c9823da159e088acb81e45836a8c140a99d98897409a0,0x95c150a81a77e87e109c9823da159e088acb81e45836a8c140a99d98897409a0,2023-10-23T17:24:18.022177,2023-10-23T17:24:17.814529,207648,633,362,true
154,0x82151488ff654e5055520e188bac08e6ab0af3f0,0x38d5e13f801525eaf1913b38b23f29493d666ab03e47d422c4a6677d786cdffc,0x38d5e13f801525eaf1913b38b23f29493d666ab03e47d422c4a6677d786cdffc,2023-10-23T17:24:16.255520,2023-10-23T17:24:16.088007,167513,758,490,true
732260,0x8216874887415e2650d12d53ff53516f04a74fd7,0x1fda75b045becd7e8ccafd2277447399ac2813c9f19b18783bd5432fb83e8265,0x1fda75b045becd7e8ccafd2277447399ac2813c9f19b18783bd5432fb83e8265,2023-10-23T17:24:29.115021,2023-10-23T17:24:28.902389,212631,638,368,true
1038,0xa3a31f6cef705743d90a83652698b1de8576ee7b,0x7c8c208f64ef92227025d2e1691c311fc2c0bf9a6cfb5a6ee8389c802383d6c1,0x7c8c208f64ef92227025d2e1691c311fc2c0bf9a6cfb5a6ee8389c802383d6c1,2023-10-23T17:24:09.645698,2023-10-23T17:24:09.484285,161413,2687,2424,true
32,0x72a781d346d584dc416f2e43c4be54e04575fc38,0xbcfccc721976673dcb7133b1a9fce5a4deee32026b614d34c01c8e6c9049a8fc,0xbcfccc721976673dcb7133b1a9fce5a4deee32026b614d34c01c8e6c9049a8fc,2023-10-23T17:24:21.828854,2023-10-23T17:24:21.650873,177980,758,488,true
789,0x24bf5846572260167453325934464651079652d6,0xb2d549967be5ac96fe10d046f9b260aefd0f9d8d4036ca9191e1c6cb0c2488a8,0xb2d549967be5ac96fe10d046f9b260aefd0f9d8d4036ca9191e1c6cb0c2488a8,2023-10-23T17:24:39.130474,2023-10-23T17:24:38.914334,216139,680,476,true
54,0xab312f013db2a51f854574d5cb7e4bc324fb3ddc,0xb0f77cff26d92bd8e0ecd69fe4fb8f9311089bddd889b33b4740afd6da14a000,0xb0f77cff26d92bd8e0ecd69fe4fb8f9311089bddd889b33b4740afd6da14a000,2023-10-23T17:24:25.865804,2023-10-23T17:24:25.696304,169500,633,358,true
8025127,0x28c6c06298d514db089934071355e5743bf21d60,0x43e62d6e4be1f4b48e5063ffac48c1ac0b278fdb62c5f60bc5a56d1e67476f83,0x43e62d6e4be1f4b48e5063ffac48c1ac0b278fdb62c5f60bc5a56d1e67476f83,2023-10-23T17:24:06.922224,2023-10-23T17:24:06.751797,170427,765,494,true
907675,0x55fe002aeff02f77364de339a1292923a15844b8,0xb5d79be3c1867184b24bdbb226e1743e0b39fb2cdaee553183eb00c75f4b4ca5,0xb5d79be3c1867184b24bdbb226e1743e0b39fb2cdaee553183eb00c75f4b4ca5,2023-10-23T17:23:56.498585,2023-10-23T17:23:56.292637,205948,763,494,true
13713,0xb3cef8a292bf665afaaf717a9dbcc156d70d4ad6,0x90cf12ac28d767101d9cec42b3ddea2047dfaa1797f64182e1209538b4cd1e6b,0x90cf12ac28d767101d9cec42b3ddea2047dfaa1797f64182e1209538b4cd1e6b,2023-10-23T17:24:10.146102,2023-10-23T17:24:09.935449,210653,761,492,true
225839,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0x2edd1327e88c5d10d9dce68f190186cad91d026fc100ff0602be907c6fd9be58,0x2edd1327e88c5d10d9dce68f190186cad91d026fc100ff0602be907c6fd9be58,2023-10-23T17:23:54.922502,2023-10-23T17:23:51.890405,3032098,574,360,true
3,0x1bfb89ed9cf3e4da3cf298b070a3bfc5989ad883,0xbf78299ee81ad7f83e4769911d99e38aac6199ed60dacb2443cb73fa272b6f6d,0xbf78299ee81ad7f83e4769911d99e38aac6199ed60dacb2443cb73fa272b6f6d,2023-10-23T17:24:46.401690,2023-10-23T17:24:46.258100,143589,771,500,true
4,0xbdb75a36db2040189e92b4029e0904f59da6cfca,0x2433a05f66e91fbcf989368a8ee38f59da2fc7283aef0fa42558883e80b00a23,0x2433a05f66e91fbcf989368a8ee38f59da2fc7283aef0fa42558883e80b00a23,2023-10-23T17:23:58.927063,2023-10-23T17:23:58.771688,155375,661,470,true
22,0xdf2d680d48199f45e9e5b8d2e7f2ae233c2120a0,0x100feee314a41eca95ee7bd9b9a81342ccf16f5ab12afdcc13b04532173dbbe4,0x100feee314a41eca95ee7bd9b9a81342ccf16f5ab12afdcc13b04532173dbbe4,2023-10-23T17:24:13.508068,2023-10-23T17:24:13.136957,371111,679,472,true
1,0x72520ac8cbc9670156d576241473d4dd7dfdaee4,0xb8541e29861fb055907df65d483df774d6c6637767530308004acc157e1fd6bc,0xb8541e29861fb055907df65d483df774d6c6637767530308004acc157e1fd6bc,2023-10-23T17:24:11.226129,2023-10-23T17:24:10.992210,233919,634,364,true
66,0xdb0ab9b1931802486b9854fd257432bcee3da5fa,0x5522083c2dbc558feda8b57142c3bb6f96a31dd436ba46f658f795fda96c78d4,0x5522083c2dbc558feda8b57142c3bb6f96a31dd436ba46f658f795fda96c78d4,2023-10-23T17:24:09.945004,2023-10-23T17:24:09.760997,184006,635,364,true
1,0xd61992adb8f6c38c64f6d0bcc4da5c50c049803d,0x2470143ba6f6702fa6878f77ba915e7304d035def70c2abf01d983141d1d66bd,0x2470143ba6f6702fa6878f77ba915e7304d035def70c2abf01d983141d1d66bd,2023-10-23T17:24:02.464538,2023-10-23T17:24:02.248367,216170,678,472,true
0,0x0e2c251d3c538ece7487111bdcce18f72fd6a6ac,0xca3c934562557e62b97bab8f0e060606b1d2a7762eb1fa97a1a035247a20a986,0xca3c934562557e62b97bab8f0e060606b1d2a7762eb1fa97a1a035247a20a986,2023-10-23T17:24:27.662712,2023-10-23T17:24:27.528126,134585,756,486,true
12,0xc1e712c75edfc38726722767a3dd9467ba278470,0xce656d02e751b4047be5f844eb6e031e4e2d32748d48623fc57cfc8cbaa627c5,0xce656d02e751b4047be5f844eb6e031e4e2d32748d48623fc57cfc8cbaa627c5,2023-10-23T17:23:56.400252,2023-10-23T17:23:56.254455,145796,758,488,true
0,0x6c7212b3ad52a9cc5537861e5052b3170a8a0fe5,0x75ae57d31df3384fb7ec36002542c912f32be6028e09e8dd76c25185ccae57d3,0x75ae57d31df3384fb7ec36002542c912f32be6028e09e8dd76c25185ccae57d3,2023-10-23T17:24:44.209432,2023-10-23T17:24:43.981346,228086,1091,824,true
565,0x6b957a2791f6e88c99ca0e58d866075430daf31d,0xfa34fbad290decae1957412e4c07f342cca608da6baa02a6f52ee6907e82600a,0xfa34fbad290decae1957412e4c07f342cca608da6baa02a6f52ee6907e82600a,2023-10-23T17:24:40.347467,2023-10-23T17:24:40.142616,204851,759,490,true
15,0x54822bf5cf8ba20614647d2f6c4984a4bf3945a8,0x5331676048cd3543d957911f5156a3815a2f93f1bea4bc0e9de8feb4d0b07c70,0x5331676048cd3543d957911f5156a3815a2f93f1bea4bc0e9de8feb4d0b07c70,2023-10-23T17:24:13.945403,2023-10-23T17:24:13.472997,472406,756,486,true
17,0xb5502a9a2dc2fabaec354218c9f0309fc734cd82,0xf3037d82256e324ae804693278dbd95186b81b239e74dc22ee81b816e0963475,0xf3037d82256e324ae804693278dbd95186b81b239e74dc22ee81b816e0963475,2023-10-23T17:24:02.806630,2023-10-23T17:24:02.675631,130998,639,364,true
39,0x7c8d4eab3c69e494d21c0b7a0a6d4fbbd860efed,0xc9d85934ac4443e89d65fbc2e4704a4bd5bdf0a2fd769700e42ed78090693fb5,0xc9d85934ac4443e89d65fbc2e4704a4bd5bdf0a2fd769700e42ed78090693fb5,2023-10-23T17:24:45.646882,2023-10-23T17:24:45.426404,220478,758,488,true
83,0x7b1184bf2ab8a2f0fb2522c3c8ba726a7ae44c1a,0x4e04d95fb54274f848219deb9d33019776c5f27307b8c50e5579ffcae27977be,0x4e04d95fb54274f848219deb9d33019776c5f27307b8c50e5579ffcae27977be,2023-10-23T17:24:13.387008,2023-10-23T17:24:13.039022,347986,677,472,true
109,0xdba106f9049c1e49a21f674e8ba70578be76fb77,0x92c840374f8eae90e1d3854e3db1b44196ed8acc980c3ec50eebda6db135edcc,0x92c840374f8eae90e1d3854e3db1b44196ed8acc980c3ec50eebda6db135edcc,2023-10-23T17:24:03.944541,2023-10-23T17:24:03.755675,188866,643,372,true
21166,0xa12e1462d0ced572f396f58b6e2d03894cd7c8a4,0x6583ce3abda72ba0723c6af3e7814604dad5281ba6e6af17a75eb8504e9f5eb8,0x6583ce3abda72ba0723c6af3e7814604dad5281ba6e6af17a75eb8504e9f5eb8,2023-10-23T17:24:10.721182,2023-10-23T17:24:10.512568,208614,680,474,true
28,0x4f8e9b9da28bd82d88dc3fc60d7691811bc14e6c,0x7fb0e77d002a3fbc5545a39275d69d5d5aeb7ed167fb1bb7c1a9efd727a92d7c,0x7fb0e77d002a3fbc5545a39275d69d5d5aeb7ed167fb1bb7c1a9efd727a92d7c,2023-10-23T17:24:20.745971,2023-10-23T17:24:20.556215,189756,1924,1660,true
9,0x8f313627ceb03f1d1730be70f5cef652d3d035eb,0x849477ea4577550ff434039d58d14aaefe8f47adad5e39c13b03790885e12ebf,0x849477ea4577550ff434039d58d14aaefe8f47adad5e39c13b03790885e12ebf,2023-10-23T17:23:57.788448,2023-10-23T17:23:57.582162,206286,756,486,true
29,0xa6912fce0b6e54a211d1d80619245e720ae3f239,0x46592a04270971baaa30196d6cadd1ad1c956e8b5ea391f48d86a02ea685a262,0x46592a04270971baaa30196d6cadd1ad1c956e8b5ea391f48d86a02ea685a262,2023-10-23T17:24:21.823561,2023-10-23T17:24:21.633723,189838,2171,1904,true
20,0x62ac8190252bcd121b98b0d67558b54d1d7f0af1,0x3b1dc5de620a29fbdc7ccf2dae1b9e27d2ea728223ca136e238ef9cef8ede420,0x3b1dc5de620a29fbdc7ccf2dae1b9e27d2ea728223ca136e238ef9cef8ede420,2023-10-23T17:24:40.290365,2023-10-23T17:24:40.135708,154657,635,362,true
0,0x9e54d1e9a25383a1e81ead1d8a580efe284f29ff,0x82397886951fcd86978b507e8b4712b9cb259ca3f04f84f41b5a778a44ede6e2,0x82397886951fcd86978b507e8b4712b9cb259ca3f04f84f41b5a778a44ede6e2,2023-10-23T17:24:38.753860,2023-10-23T17:24:38.522468,231391,635,364,true
1,0xe38c2d94847872c3fc9c4561b2c95992b72326de,0xf5316af1478842fa8f842d958101a96d6432a7dba01dabd2f9df9725ebd03ba9,0xf5316af1478842fa8f842d958101a96d6432a7dba01dabd2f9df9725ebd03ba9,2023-10-23T17:24:38.727140,2023-10-23T17:24:38.559244,167895,636,364,true
96,0x1e1a3525da8e3fc1704ebe588cc00012b2004976,0xdf97fcf499eb1e6cbb2a5a170ec5c981f21a2264b47e1d89b047c95f2f4ed398,0xdf97fcf499eb1e6cbb2a5a170ec5c981f21a2264b47e1d89b047c95f2f4ed398,2023-10-23T17:24:08.809224,2023-10-23T17:24:08.582607,226616,2436,2170,true
2356,0x65a05d8c6888879adf72c8798b56a0302a0f4a05,0x69123ee29c294eca8754fa790e35bc9dc31e72a977585f82290edca42e80dca8,0x69123ee29c294eca8754fa790e35bc9dc31e72a977585f82290edca42e80dca8,2023-10-23T17:24:08.650231,2023-10-23T17:24:08.467055,183176,2766,2504,true
5633322,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x2c398388ae1211cd279ccb37a8703d5f92a2a2e2c9fc44843996e94f99792b12,0x2c398388ae1211cd279ccb37a8703d5f92a2a2e2c9fc44843996e94f99792b12,2023-10-23T17:23:58.803317,2023-10-23T17:23:58.637477,165840,765,494,true
3385201,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x1f7f6a077ae8671834e1e61feb8c9b445a4c22b6a25af6ea716853d0562ec340,0x1f7f6a077ae8671834e1e61feb8c9b445a4c22b6a25af6ea716853d0562ec340,2023-10-23T17:24:31.537667,2023-10-23T17:24:31.352207,185459,641,368,true
8,0xc23b0adc83fafc93418f0b0bcfeac3250af56af0,0xb0a999261c9a7a67b34dc12e45077295feea6cfbbcf9abb3b0e8cfd2cb0d5b44,0xb0a999261c9a7a67b34dc12e45077295feea6cfbbcf9abb3b0e8cfd2cb0d5b44,2023-10-23T17:23:53.599913,2023-10-23T17:23:53.465144,134768,1923,1660,true
3385199,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xfac5da0bbd8eb58dc1bd3791802f6219f33541371dd25b3426d215cb25163753,0xfac5da0bbd8eb58dc1bd3791802f6219f33541371dd25b3426d215cb25163753,2023-10-23T17:23:57.322298,2023-10-23T17:23:57.105744,216554,642,370,true
779425,0x48c04ed5691981c42154c6167398f95e8f38a7ff,0x1f231a447778a9bb4931983acbeca17e035ead35da54b92fedd83d55faf7fd84,0x1f231a447778a9bb4931983acbeca17e035ead35da54b92fedd83d55faf7fd84,2023-10-23T17:23:51.430698,2023-10-23T17:23:51.245136,185562,681,478,true
0,0x9466f3ea075006bc8a5483e0d36e5054a9701155,0xa3210f244d0957ebb49936fcd246c2e29edc5d0797eee4f069394684f5c27e6d,0xa3210f244d0957ebb49936fcd246c2e29edc5d0797eee4f069394684f5c27e6d,2023-10-23T17:24:19.227887,2023-10-23T17:24:18.999792,228094,633,362,true
11,0x04ed7fdebd536bbf4dfcf61534b3180f7cf31d5d,0x450a4a065035481457e1d540608dc3eb3a4a93cb8305993e7e01b4e281b35956,0x450a4a065035481457e1d540608dc3eb3a4a93cb8305993e7e01b4e281b35956,2023-10-23T17:24:39.530778,2023-10-23T17:24:39.295453,235325,2741,2476,true
105383,0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460,0x213b8e3792fcfb2ec169b4beccfbba7712bdbc2c5985c3060495626446665cf1,0x213b8e3792fcfb2ec169b4beccfbba7712bdbc2c5985c3060495626446665cf1,2023-10-23T17:23:57.211787,2023-10-23T17:23:57.067836,143951,762,494,true
2,0x1ad312b4bfd53a22b9cf9b8e368804b077de59d8,0xf21d874341994d298e5ba92a8075669a04b4f7740fb82dd44d7c58483e855304,0xf21d874341994d298e5ba92a8075669a04b4f7740fb82dd44d7c58483e855304,2023-10-23T17:24:15.695290,2023-10-23T17:24:15.487093,208196,634,364,true
8025133,0x28c6c06298d514db089934071355e5743bf21d60,0x8958dbc63cf46090946ef77f6dbed17eff578ce2b534bcbd00096e29e56d70c8,0x8958dbc63cf46090946ef77f6dbed17eff578ce2b534bcbd00096e29e56d70c8,2023-10-23T17:24:44.430698,2023-10-23T17:24:44.281690,149007,641,370,true
391,0xa002c3a0c7eb9330c5b21cf3bec7fd1a7fa0befe,0xb0f5eb48726ef05edcfef5211b7bddbca0a654a8eda199f68749d79624c0afcc,0xb0f5eb48726ef05edcfef5211b7bddbca0a654a8eda199f68749d79624c0afcc,2023-10-23T17:24:30.107909,2023-10-23T17:24:29.958526,149383,758,490,true
13062,0x818ab3c61f66e975b8e6290c20999d6749f60d8d,0x4c06766e2b295e17dcf76cf22f471ca230ec45028e7d18b773384f7c69cd628f,0x4c06766e2b295e17dcf76cf22f471ca230ec45028e7d18b773384f7c69cd628f,2023-10-23T17:23:51.390604,2023-10-23T17:23:51.235440,155164,638,366,true
732259,0x8216874887415e2650d12d53ff53516f04a74fd7,0x4442f98625a4a3bc860b662138fa850f0d8234a1c73777aea0261bb9d9574930,0x4442f98625a4a3bc860b662138fa850f0d8234a1c73777aea0261bb9d9574930,2023-10-23T17:24:20.289967,2023-10-23T17:24:20.066987,222980,638,368,true
2378,0x897322fbd6b9730cbb694ebea63b454824cf460a,0x17807f77cefc39b8c9c176b1c7516352ccc75e3daa4d9114e51f730f0453d462,0x17807f77cefc39b8c9c176b1c7516352ccc75e3daa4d9114e51f730f0453d462,2023-10-23T17:24:14.337400,2023-10-23T17:24:14.038481,298918,3194,2928,true
32,0x352ae25b283b7232eb8e02e1439ac9f4c98cf3d5,0x4bedbff7e679cf2cfb708671a4f5a29c4e9a9cf86974eb604e6bef863ade8f30,0x4bedbff7e679cf2cfb708671a4f5a29c4e9a9cf86974eb604e6bef863ade8f30,2023-10-23T17:24:25.098970,2023-10-23T17:24:24.884035,214934,636,364,true
0,0x6401a7883af853e9b3f6d7a062b9e0059eaaf03b,0x0049a51c519415f39762d6ff32b4e0d1709355ea2d80a2c4f4bab326a01c3925,0x0049a51c519415f39762d6ff32b4e0d1709355ea2d80a2c4f4bab326a01c3925,2023-10-23T17:24:32.647060,2023-10-23T17:24:32.431000,216060,678,472,true
79253,0x4675c7e5baafbffbca748158becba61ef3b0a263,0x57cbd3be3dc415e0dd462aadde7865dcef6066823a3d423f9f6fa3f985d6e6ec,0x57cbd3be3dc415e0dd462aadde7865dcef6066823a3d423f9f6fa3f985d6e6ec,2023-10-23T17:24:38.676507,2023-10-23T17:24:38.507624,168882,639,370,true
255,0xb00123ffe54041cb7f51fd3014a394a49430d313,0x5a28d32337f674a8e810b1a3c5d8ad378befda98ec62b354522906793c3970cd,0x5a28d32337f674a8e810b1a3c5d8ad378befda98ec62b354522906793c3970cd,2023-10-23T17:24:11.685922,2023-10-23T17:24:11.498581,187340,757,490,true
120,0xde9ce3dbbaf534bb87a1b390a030f46824dde75a,0x81e8fe05510fa8a305330e4f9222fb4f6d3fc838c4797628e89688e87f8ba6f8,0x81e8fe05510fa8a305330e4f9222fb4f6d3fc838c4797628e89688e87f8ba6f8,2023-10-23T17:23:56.336734,2023-10-23T17:23:56.185953,150780,757,488,true
1,0xaf2ecaf25e60a953505a7a803885b0eb5473bcd5,0xac16a6223d07f30dc3f9b299d08e6cb52379b7b2bfd6c369f71f00e24097d4aa,0xac16a6223d07f30dc3f9b299d08e6cb52379b7b2bfd6c369f71f00e24097d4aa,2023-10-23T17:24:27.535795,2023-10-23T17:24:27.313560,222235,2421,2156,true
4275363,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x0cffdf84af77593f4db6f2426de4a672e5706f7a5d84de8b2df05988ea4b0be6,0x0cffdf84af77593f4db6f2426de4a672e5706f7a5d84de8b2df05988ea4b0be6,2023-10-23T17:24:08.097848,2023-10-23T17:24:07.853973,243875,559,352,true
128,0xdf57cff390a2f650d5dd0136fda059d8ce030cfd,0x28cae9747c268c23367e5b776e9ddfbf4ff1ee5fdadf28252bcfe84fd10e2a67,0x28cae9747c268c23367e5b776e9ddfbf4ff1ee5fdadf28252bcfe84fd10e2a67,2023-10-23T17:24:13.441070,2023-10-23T17:24:13.048341,392729,761,490,true
86,0x484f268f07f007b3512b8e9ae199a3f8cf2fb91a,0xf31cbe265769c4ff4ce8e31de03d482b505d3e86984b6eef05eb763c562c3bba,0xf31cbe265769c4ff4ce8e31de03d482b505d3e86984b6eef05eb763c562c3bba,2023-10-23T17:24:30.436634,2023-10-23T17:24:30.292588,144046,2171,1904,true
30,0x68a33297c683274e62a3b151fde5df36c116a64d,0x27a9fc63ec0f5e92d6face7a6cf18f34d4747b1eb19c1dd9e840b1f011db9ef4,0x27a9fc63ec0f5e92d6face7a6cf18f34d4747b1eb19c1dd9e840b1f011db9ef4,2023-10-23T17:24:01.923120,2023-10-23T17:24:01.633594,289525,555,346,true
4065,0x16148e9f25a7c2734300076d1c8a4a0d07488476,0x9da3fb95c37118af67454d37c2001f0d348d795c174408012aa0161443aa9b45,0x9da3fb95c37118af67454d37c2001f0d348d795c174408012aa0161443aa9b45,2023-10-23T17:23:56.175215,2023-10-23T17:23:55.956873,218342,638,370,true
8025131,0x28c6c06298d514db089934071355e5743bf21d60,0xa2b1a36ac2f243ed6dcfbaff9666bca4b7e5e3081f210ec776585f84b6babf6b,0xa2b1a36ac2f243ed6dcfbaff9666bca4b7e5e3081f210ec776585f84b6babf6b,2023-10-23T17:24:34.915470,2023-10-23T17:24:34.768694,146775,765,494,true
4974395,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0xcc60dc87db826a3f1eededf67a67acc984666bc9841b68c1ec80f66086057d41,0xcc60dc87db826a3f1eededf67a67acc984666bc9841b68c1ec80f66086057d41,2023-10-23T17:24:10.203016,2023-10-23T17:24:09.981415,221601,766,496,true
18574,0x5ea0b5899e912e0b0ba0190dd097251dbdaa70e0,0x08c73e26b0d39d4e971d4630b87fb8f57b6493189d5c4277e9f088e317fdfe26,0x08c73e26b0d39d4e971d4630b87fb8f57b6493189d5c4277e9f088e317fdfe26,2023-10-23T17:24:37.014817,2023-10-23T17:24:36.856458,158359,761,492,true
160,0x725e704b6933be9896c717f735e5a5edbfc7193f,0x5d60a81d5eb4217fa396016746729fdad74f88500f2af69f4277c282ea04cd9e,0x5d60a81d5eb4217fa396016746729fdad74f88500f2af69f4277c282ea04cd9e,2023-10-23T17:24:39.679962,2023-10-23T17:24:39.459494,220468,1017,748,true
1008,0x4d52860329e48cfb8ee4b74b371828bfe8a19ad6,0x7534c0e21e025019dab49a2e0a9d4f22d0b46aab82e2275e63e587b243b47b8f,0x7534c0e21e025019dab49a2e0a9d4f22d0b46aab82e2275e63e587b243b47b8f,2023-10-23T17:24:19.578978,2023-10-23T17:24:19.363920,215058,695,424,true
19,0xaf545b0c35b05ff35901386dc98e2b4a8fa43441,0x8b7a5610d4b83a237d878e979b63970c5ce5709bf55abc79368b0978a85d2dac,0x8b7a5610d4b83a237d878e979b63970c5ce5709bf55abc79368b0978a85d2dac,2023-10-23T17:24:14.123363,2023-10-23T17:24:13.812201,311161,759,490,true
5,0xbdb75a36db2040189e92b4029e0904f59da6cfca,0x8da12e011a0449ca3e1eeb5cf1ca24da2bb30108f43fed9a3f16e91794317a6e,0x8da12e011a0449ca3e1eeb5cf1ca24da2bb30108f43fed9a3f16e91794317a6e,2023-10-23T17:24:39.377605,2023-10-23T17:24:39.209458,168146,661,470,true
1,0xf85f8138d87b25cc3a3ac051684361d1c2ba393b,0x8ef82123193d722fb3596c8985f2860eeec5005b88e2cb85876e07060578ddd4,0x8ef82123193d722fb3596c8985f2860eeec5005b88e2cb85876e07060578ddd4,2023-10-23T17:24:39.023518,2023-10-23T17:24:38.768008,255510,635,364,true
109,0x3db58391862f28f48fff8b29de3fe19dccfbdddc,0x5bde7f2346b1475312a6fcdd3e6fb67cae9e6a5ea669a4403b0952f3a0894986,0x5bde7f2346b1475312a6fcdd3e6fb67cae9e6a5ea669a4403b0952f3a0894986,2023-10-23T17:24:13.533056,2023-10-23T17:24:13.136959,396097,679,472,true
1933,0xa40da90ddd68f88ee0931864c1c646649da415c3,0xf489bd3baeb767b0345abc08678316978b2e303756f07e4094e8ffa8ca8edcc9,0xf489bd3baeb767b0345abc08678316978b2e303756f07e4094e8ffa8ca8edcc9,2023-10-23T17:24:31.246320,2023-10-23T17:24:31.107983,138337,679,474,true
3,0x80ce6cfe6b7066e462bc3d10203b3b3a81429ab9,0x09190ba0ff777804a2760c4e2bdd8fb9948041c48262d156da98bbb64716f601,0x09190ba0ff777804a2760c4e2bdd8fb9948041c48262d156da98bbb64716f601,2023-10-23T17:24:30.879000,2023-10-23T17:24:30.669720,209280,1142,876,true
82,0x18d420b3feaf7a838b50ecfbef61ae88095b9d05,0xf094fbeafe35e8b5ff92c6d7045518c4395965354529fc495b611c0d3e05c417,0xf094fbeafe35e8b5ff92c6d7045518c4395965354529fc495b611c0d3e05c417,2023-10-23T17:24:09.616047,2023-10-23T17:24:09.409909,206138,1035,768,true
1893,0x51306502728656ebdde07716b8d5366a38387d2d,0x889989b129f093f6339d54e1b6f527dc78b9eec557d45014c970885ecc60f206,0x889989b129f093f6339d54e1b6f527dc78b9eec557d45014c970885ecc60f206,2023-10-23T17:24:36.770224,2023-10-23T17:24:36.558624,211599,680,476,true
18,0x1458eed4c089e39021aaec838b975246773dbc0a,0x0e63dafbbb6d3db47f785e74816fd0cc59017efcc44694f5a18325afe8a2dc78,0x0e63dafbbb6d3db47f785e74816fd0cc59017efcc44694f5a18325afe8a2dc78,2023-10-23T17:23:59.848721,2023-10-23T17:23:59.630596,218125,758,488,true
0,0x0bcac5038f86851e03c03a3889ff17d18e4bef76,0x17bf5ce3f7df3a19226d59367a50810dc89d6051446adea1a30bbe50ed4264f8,0x17bf5ce3f7df3a19226d59367a50810dc89d6051446adea1a30bbe50ed4264f8,2023-10-23T17:24:08.177012,2023-10-23T17:24:07.966135,210876,634,364,true
26,0x8f9045021c5d450969363320434154a6fbe5bd7c,0x69d28fb6bb976d046488511b15971099160a85fbb93b928d00b92ca802c1148c,0x69d28fb6bb976d046488511b15971099160a85fbb93b928d00b92ca802c1148c,2023-10-23T17:24:13.118219,2023-10-23T17:24:12.974612,143607,757,486,true
36,0x60ef6d072ce9c6f3f82b848c769f5158491b9cff,0x52bc4f6567b8b1cec935a52b10925102c87b152ef6585a15615feec77535967b,0x52bc4f6567b8b1cec935a52b10925102c87b152ef6585a15615feec77535967b,2023-10-23T17:24:38.737694,2023-10-23T17:24:38.513610,224084,635,364,true
48767,0xd16e4cdb153b2dcc617061174223a6d4bfae53f5,0xd99fea8ed0b6f4c5be976882d087d5093b25397943f50bffec9a2eaebd91ec7c,0xd99fea8ed0b6f4c5be976882d087d5093b25397943f50bffec9a2eaebd91ec7c,2023-10-23T17:24:05.562969,2023-10-23T17:24:05.408980,153989,763,492,true
96,0x1d4e9b7eabadfaf0a2fa16af17db2914febc6f5f,0xaaa4c1a4ba1691abb627851dbe960d8293ded473523cc2dbe19a28ced9114314,0xaaa4c1a4ba1691abb627851dbe960d8293ded473523cc2dbe19a28ced9114314,2023-10-23T17:24:16.179580,2023-10-23T17:24:15.984969,194610,633,360,true
17,0x37c3d94cee8760b63f93fe2d6ec79c694c8466f8,0x4af076ec0288b5b0b74f10e75a64fb245cebc81f7317ffb0f265ec4eb4f617bd,0x4af076ec0288b5b0b74f10e75a64fb245cebc81f7317ffb0f265ec4eb4f617bd,2023-10-23T17:24:29.963569,2023-10-23T17:24:29.747700,215869,1092,826,true
34509,0xbd30c65f74994fddffe7d56e32dddc7ec6cdbeee,0x50d201d49ecc1f50702a4f5605da0980db0dbab00f582d821844023111543fc8,0x50d201d49ecc1f50702a4f5605da0980db0dbab00f582d821844023111543fc8,2023-10-23T17:24:16.736352,2023-10-23T17:24:16.536402,199950,681,476,true
732258,0x8216874887415e2650d12d53ff53516f04a74fd7,0x406d4979452ac3c1ff0c5e0ef0886b4afc6f491b576d268a7097e578ef0c5d80,0x406d4979452ac3c1ff0c5e0ef0886b4afc6f491b576d268a7097e578ef0c5d80,2023-10-23T17:24:12.064569,2023-10-23T17:24:11.921507,143062,638,370,true
0,0x60ab7df4e97ca74e26405f5b98def072795c125c,0x6278d88470f43aae38ab11adbf61f9a1fcc5205f2f895d951deb8a552e8444c1,0x6278d88470f43aae38ab11adbf61f9a1fcc5205f2f895d951deb8a552e8444c1,2023-10-23T17:23:58.310895,2023-10-23T17:23:58.097244,213651,757,486,true
